# script: Stepped_tone_log.py
# csv_file: data/stepped_tone_2026-07-20_14-10-21.csv
# samplerate: 48000
# amplitude: 1.0
# output_device: Externe Kopfhörer
# port: /dev/cu.usbserial-1110
# baud: 115200
# tones: [100, 107, 115, 123, 143, 238, 241, 292, 306, 333, 495]
# dwell_s: 4.0
# notes_source: Notes/Baseplate/Baseplate_design.md, Notes/Coldplate/Coldplate.md
# run_timestamp_local: 2026-07-20T14:10:23.568000+02:00
wall_clock,t_rel_s,f_scheduled_hz,tone_index,arduino_t_ms,p2p_0,rms_0,vmax_0,vmin_0,p2p_1,rms_1,vmax_1,vmin_1
2026-07-20T14:10:26.360441+02:00,2.661,100.0,0,3217,24.0,6.02,296.0,272.0,19.0,4.71,308.0,289.0
2026-07-20T14:10:26.378618+02:00,2.679,100.0,0,3239,24.0,5.81,295.0,271.0,18.0,4.45,307.0,289.0
2026-07-20T14:10:26.400955+02:00,2.701,100.0,0,3261,24.0,6.08,297.0,273.0,18.0,4.78,308.0,290.0
2026-07-20T14:10:26.424794+02:00,2.725,100.0,0,3282,22.0,5.62,295.0,273.0,17.0,4.42,307.0,290.0
2026-07-20T14:10:26.443859+02:00,2.744,100.0,0,3304,22.0,5.42,295.0,273.0,17.0,4.31,307.0,290.0
2026-07-20T14:10:26.464395+02:00,2.765,100.0,0,3325,22.0,6.08,294.0,272.0,17.0,4.72,306.0,289.0
2026-07-20T14:10:26.485892+02:00,2.786,100.0,0,3346,26.0,6.57,296.0,270.0,21.0,5.2,308.0,287.0
2026-07-20T14:10:26.506437+02:00,2.807,100.0,0,3367,26.0,6.41,296.0,270.0,20.0,4.89,308.0,288.0
2026-07-20T14:10:26.528853+02:00,2.829,100.0,0,3389,22.0,5.5,295.0,273.0,17.0,4.25,307.0,290.0
2026-07-20T14:10:26.550186+02:00,2.851,100.0,0,3410,21.0,5.61,293.0,272.0,17.0,4.32,306.0,289.0
2026-07-20T14:10:26.572072+02:00,2.872,100.0,0,3432,25.0,6.18,297.0,272.0,20.0,4.91,309.0,289.0
2026-07-20T14:10:26.593596+02:00,2.894,100.0,0,3454,24.0,6.1,295.0,271.0,19.0,4.77,307.0,288.0
2026-07-20T14:10:26.616338+02:00,2.917,100.0,0,3476,25.0,6.21,296.0,271.0,19.0,4.87,307.0,288.0
2026-07-20T14:10:26.636380+02:00,2.937,100.0,0,3497,25.0,5.96,296.0,271.0,18.0,4.64,307.0,289.0
2026-07-20T14:10:26.658823+02:00,2.959,100.0,0,3519,21.0,5.63,294.0,273.0,17.0,4.49,307.0,290.0
2026-07-20T14:10:26.679482+02:00,2.980,100.0,0,3540,21.0,5.59,295.0,274.0,18.0,4.5,308.0,290.0
2026-07-20T14:10:26.702022+02:00,3.002,100.0,0,3562,22.0,5.72,295.0,273.0,17.0,4.53,307.0,290.0
2026-07-20T14:10:26.724683+02:00,3.025,100.0,0,3585,22.0,5.6,294.0,272.0,16.0,4.33,305.0,289.0
2026-07-20T14:10:26.748562+02:00,3.049,100.0,0,3607,22.0,5.49,296.0,274.0,17.0,4.29,308.0,291.0
2026-07-20T14:10:26.767474+02:00,3.068,100.0,0,3628,20.0,4.88,294.0,274.0,16.0,3.86,307.0,291.0
2026-07-20T14:10:26.790737+02:00,3.091,100.0,0,3649,21.0,5.64,294.0,273.0,16.0,4.43,306.0,290.0
2026-07-20T14:10:26.812174+02:00,3.113,100.0,0,3671,21.0,5.86,294.0,273.0,17.0,4.67,307.0,290.0
2026-07-20T14:10:26.831010+02:00,3.131,100.0,0,3692,21.0,5.4,294.0,273.0,16.0,4.3,306.0,290.0
2026-07-20T14:10:26.854070+02:00,3.154,100.0,0,3714,22.0,5.6,295.0,273.0,17.0,4.37,307.0,290.0
2026-07-20T14:10:26.875016+02:00,3.175,100.0,0,3736,21.0,5.94,294.0,273.0,18.0,4.74,307.0,289.0
2026-07-20T14:10:26.900623+02:00,3.201,100.0,0,3758,18.0,4.74,294.0,276.0,14.0,3.74,306.0,292.0
2026-07-20T14:10:26.918916+02:00,3.219,100.0,0,3780,23.0,5.96,295.0,272.0,18.0,4.64,307.0,289.0
2026-07-20T14:10:26.940529+02:00,3.241,100.0,0,3801,23.0,6.07,295.0,272.0,18.0,4.74,307.0,289.0
2026-07-20T14:10:26.960907+02:00,3.261,100.0,0,3822,24.0,5.73,294.0,270.0,18.0,4.41,306.0,288.0
2026-07-20T14:10:26.983642+02:00,3.284,100.0,0,3844,24.0,6.1,296.0,272.0,18.0,4.69,307.0,289.0
2026-07-20T14:10:27.005152+02:00,3.305,100.0,0,3866,24.0,6.11,296.0,272.0,19.0,4.86,308.0,289.0
2026-07-20T14:10:27.031373+02:00,3.332,100.0,0,3888,23.0,6.29,295.0,272.0,18.0,4.98,307.0,289.0
