# script: Chirp_sweep_log.py
# csv_file: data/chirp_sweep_2026-07-20_14-24-20.csv
# samplerate: 48000
# amplitude: 1.0
# output_device: Externe Kopfhörer
# port: /dev/cu.usbserial-1110
# baud: 115200
# sweep: {"f0": 20.0, "f1": 20000.0, "duration_s": 40.0, "type": "log"}
# run_timestamp_local: 2026-07-20T14:24:22.190447+02:00
wall_clock,t_rel_s,f_inst_hz,arduino_t_ms,p2p_0,rms_0,vmax_0,vmin_0,p2p_1,rms_1,vmax_1,vmin_1
2026-07-20T14:24:24.639654+02:00,2.334,29.93,2871,3.0,0.79,280.0,277.0,2.0,0.62,297.0,295.0
2026-07-20T14:24:24.660129+02:00,2.355,30.03,2892,2.0,0.52,279.0,277.0,2.0,0.52,297.0,295.0
2026-07-20T14:24:24.682560+02:00,2.377,30.15,2914,4.0,1.1,281.0,277.0,3.0,0.97,298.0,295.0
2026-07-20T14:24:24.703094+02:00,2.398,30.26,2935,4.0,1.03,280.0,276.0,3.0,0.83,297.0,294.0
2026-07-20T14:24:24.725665+02:00,2.420,30.38,2957,5.0,1.41,281.0,276.0,4.0,1.02,298.0,294.0
2026-07-20T14:24:24.747215+02:00,2.442,30.49,2979,4.0,0.99,280.0,276.0,3.0,0.81,297.0,294.0
2026-07-20T14:24:24.769552+02:00,2.464,30.61,3001,4.0,1.33,281.0,277.0,4.0,1.02,298.0,294.0
2026-07-20T14:24:24.790958+02:00,2.485,30.72,3023,4.0,1.12,281.0,277.0,4.0,0.88,298.0,294.0
2026-07-20T14:24:24.812669+02:00,2.507,30.84,3044,5.0,1.18,281.0,276.0,3.0,0.92,297.0,294.0
2026-07-20T14:24:24.833144+02:00,2.528,30.95,3065,5.0,1.44,282.0,277.0,4.0,1.08,298.0,294.0
2026-07-20T14:24:24.855853+02:00,2.550,31.07,3087,6.0,1.79,282.0,276.0,5.0,1.43,299.0,294.0
